Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%,Unnamed: 0,start_year,team_id,team_name,id,primary_number,birth_date,current_age,birth_city,birth_state_province,birth_country,nationality,height,weight,active,alternate_captain,captain,rookie,shoots_catches,roster_status,position_name,position_type,position_abbreviation
782,Brad Malone,EDM,32,F,8,1,1,2,2,-2.0,8:16,7:00,0:02,1:13,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.906,0.906,1.812,1.069,1.069,2.138,0.0,0.0,0.0,0.125,0.125,0.25,7.0,14.3%,22.0,1.0,13.0,14.0,48.15%,,,,,,,,,,,,,,,,,,,,,,,
785,Jake Neighbours,STL,19,F,9,1,1,2,2,-2.0,9:21,8:51,0:00,0:29,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,0.0%,0.713,0.713,1.426,0.753,0.753,1.506,0.0,0.0,0.0,0.111,0.111,0.222,8.0,12.5%,10.0,1.0,1.0,2.0,33.33%,,,,,,,,,,,,,,,,,,,,,,,
786,Greg Pateryn,ANA,31,D,10,1,1,2,10,0.0,14:07,11:32,0:03,2:31,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0,0.0%,0.425,0.425,0.85,0.52,0.52,1.04,0.0,0.0,0.0,0.1,0.1,0.2,16.0,6.3%,18.0,7.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
792,Alex Vlasic,CHI,20,D,15,1,1,2,2,-2.0,14:18,13:56,0:00,0:21,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.28,0.28,0.559,0.287,0.287,0.574,0.0,0.0,0.0,0.067,0.067,0.133,12.0,8.3%,15.0,16.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
794,Jonny Brodzinski,NYR,28,F,22,1,1,2,10,1.0,10:51,9:56,0:02,0:52,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.251,0.251,0.502,0.274,0.274,0.548,0.0,0.0,0.0,0.045,0.045,0.091,34.0,2.9%,8.0,8.0,49.0,48.0,50.52%,,,,,,,,,,,,,,,,,,,,,,,
795,Tyler Benson,EDM,23,F,29,1,1,2,18,-5.0,8:32,8:23,0:09,0:00,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.242,0.242,0.485,0.247,0.247,0.493,0.0,0.0,0.0,0.034,0.034,0.069,18.0,5.6%,45.0,3.0,0.0,1.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
798,Andrew Poturalski,CAR,27,F,2,0,2,2,0,-1.0,10:08,8:40,1:28,0:00,0,0,0,0,0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1,0,100.0%,0.0,5.916,5.916,0.0,0.0,0.0,0.0,40.909,40.909,0.0,1.0,1.0,4.0,0.0%,0.0,1.0,3.0,4.0,42.86%,,,,,,,,,,,,,,,,,,,,,,,
799,Carl Dahlström,TOR,26,D,3,0,2,2,2,2.0,13:39,12:48,0:00,0:50,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.0,2.93,2.93,0.0,3.122,3.122,0.0,0.0,0.0,0.0,0.667,0.667,4.0,0.0%,1.0,2.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
801,Linus Högberg,PHI,23,D,5,0,2,2,2,0.0,17:03,16:12,0:00,0:51,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.0,1.407,1.407,0.0,1.481,1.481,0.0,0.0,0.0,0.0,0.4,0.4,3.0,0.0%,0.0,8.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
802,Kyle Criscuolo,DET,29,F,6,0,2,2,2,1.0,9:33,9:33,0:00,0:00,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0,0.0%,0.0,2.093,2.093,0.0,2.093,2.093,0.0,0.0,0.0,0.0,0.333,0.333,5.0,0.0%,6.0,1.0,4.0,9.0,30.77%,,,,,,,,,,,,,,,,,,,,,,,
808,Austin Strand,LAK,24,D,8,0,2,2,0,-1.0,15:17,14:14,0:01,1:01,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.0,0.981,0.981,0.0,1.054,1.054,0.0,0.0,0.0,0.0,0.25,0.25,9.0,0.0%,7.0,5.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
809,Juuso Välimäki,CGY,23,D,9,0,2,2,10,0.0,15:42,14:48,0:06,0:47,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0,0.0%,0.0,0.849,0.849,0.0,0.901,0.901,0.0,0.0,0.0,0.0,0.222,0.222,11.0,0.0%,8.0,9.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
810,Alexander Holtz,NJD,19,F,9,0,2,2,2,-5.0,12:16,10:02,2:14,0:00,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,50.0%,0.0,1.087,1.087,0.0,0.664,0.664,0.0,2.985,2.985,0.0,0.222,0.222,12.0,0.0%,5.0,2.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
811,Santeri Hatakka,SJS,20,D,9,0,2,2,2,-5.0,12:37,12:21,0:01,0:14,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0,0.0%,0.0,1.056,1.056,0.0,1.078,1.078,0.0,0.0,0.0,0.0,0.222,0.222,3.0,0.0%,5.0,7.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
813,MacKenzie MacEachern,STL,27,F,14,0,2,2,4,-1.0,7:58,7:57,0:00,0:00,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0,0.0%,0.0,1.076,1.076,0.0,1.076,1.076,0.0,0.0,0.0,0.0,0.143,0.143,14.0,0.0%,19.0,1.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
814,Nic Petan,VAN,26,F,18,0,2,2,4,-2.0,10:17,9:23,0:53,0:00,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,50.0%,0.0,0.647,0.647,0.0,0.355,0.355,0.0,3.734,3.734,0.0,0.111,0.111,21.0,0.0%,6.0,3.0,14.0,32.0,30.43%,,,,,,,,,,,,,,,,,,,,,,,
815,Jacob Moverare,LAK,23,D,19,0,2,2,2,3.0,16:20,14:59,0:04,1:16,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.0,0.386,0.386,0.0,0.421,0.421,0.0,0.0,0.0,0.0,0.105,0.105,15.0,0.0%,16.0,21.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
818,Lane Pederson,SJS,24,F,29,0,2,2,10,-16.0,10:31,9:51,0:35,0:04,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0%,0.0,0.393,0.393,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.069,0.069,24.0,0.0%,54.0,10.0,42.0,54.0,43.75%,,,,,,,,,,,,,,,,,,,,,,,
823,Alexander Nedeljkovic,DET,25,G,59,0,2,2,2,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.034,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Garrett Pilon,WSH,23,F,2,1,0,1,0,1.0,9:24,9:24,0:00,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,3.189,0.0,3.189,3.189,0.0,3.189,0.0,0.0,0.0,0.5,0.0,0.5,1.0,100.0%,2.0,0.0,8.0,10.0,44.44%,,,,,,,,,,,,,,,,,,,,,,,
827,Bokondji Imama,ARI,25,F,4,1,0,1,5,-2.0,4:31,4:31,0:00,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,3.318,0.0,3.318,3.318,0.0,3.318,0.0,0.0,0.0,0.25,0.0,0.25,3.0,33.3%,10.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
828,Ethan Prow,BUF,29,D,4,1,0,1,0,-1.0,12:44,11:41,0:00,1:02,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.178,0.0,1.178,1.283,0.0,1.283,0.0,0.0,0.0,0.25,0.0,0.25,2.0,50.0%,2.0,3.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
829,Rafael Harvey-Pinard,MTL,22,F,4,1,0,1,0,-2.0,13:05,10:59,1:52,0:14,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.146,0.0,1.146,1.365,0.0,1.365,0.0,0.0,0.0,0.25,0.0,0.25,6.0,16.7%,12.0,3.0,0.0,1.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
830,Ben Meyers,COL,23,F,5,1,0,1,0,-2.0,9:56,9:44,0:12,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.206,0.0,1.206,1.232,0.0,1.232,0.0,0.0,0.0,0.2,0.0,0.2,8.0,12.5%,1.0,1.0,11.0,13.0,45.83%,,,,,,,,,,,,,,,,,,,,,,,
832,Andy Andreoff,NYI,30,F,6,1,0,1,0,-1.0,9:59,9:57,0:00,0:02,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.001,0.0,1.001,1.005,0.0,1.005,0.0,0.0,0.0,0.167,0.0,0.167,6.0,16.7%,11.0,1.0,9.0,8.0,52.94%,,,,,,,,,,,,,,,,,,,,,,,
833,Lukas Vejdemo,MTL,25,F,6,1,0,1,0,-3.0,10:38,8:19,0:10,2:08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.94,0.0,0.94,1.201,0.0,1.201,0.0,0.0,0.0,0.167,0.0,0.167,10.0,10.0%,7.0,4.0,13.0,18.0,41.94%,,,,,,,,,,,,,,,,,,,,,,,
834,Kasper Björkqvist,PIT,24,F,6,1,0,1,2,-1.0,8:22,7:20,0:00,1:01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.195,0.0,1.195,1.362,0.0,1.362,0.0,0.0,0.0,0.167,0.0,0.167,8.0,12.5%,9.0,2.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
836,Hendrix Lapierre,WSH,19,F,6,1,0,1,2,2.0,9:35,8:38,0:57,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,1.043,0.0,1.043,1.158,0.0,1.158,0.0,0.0,0.0,0.167,0.0,0.167,7.0,14.3%,1.0,2.0,6.0,17.0,26.09%,,,,,,,,,,,,,,,,,,,,,,,
838,Jesper Frödén,BOS,27,F,7,1,0,1,2,4.0,12:52,11:20,0:56,0:35,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.666,0.0,0.666,0.756,0.0,0.756,0.0,0.0,0.0,0.143,0.0,0.143,10.0,10.0%,8.0,5.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
839,Jacob Christiansen,CBJ,22,D,8,1,0,1,0,1.0,9:46,9:36,0:02,0:07,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.768,0.0,0.768,0.781,0.0,0.781,0.0,0.0,0.0,0.125,0.0,0.125,4.0,25.0%,9.0,6.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
840,Nick Abruzzese,TOR,22,F,9,1,0,1,2,-1.0,10:12,9:10,1:01,0:00,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0%,0.653,0.0,0.653,0.726,0.0,0.726,0.0,0.0,0.0,0.111,0.0,0.111,8.0,12.5%,7.0,3.0,2.0,5.0,28.57%,,,,,,,,,,,,,,,,,,,,,,,
841,Riley Tufte,DAL,23,F,10,1,0,1,4,0.0,7:11,7:06,0:05,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.834,0.0,0.834,0.843,0.0,0.843,0.0,0.0,0.0,0.1,0.0,0.1,5.0,20.0%,9.0,4.0,1.0,1.0,50.00%,,,,,,,,,,,,,,,,,,,,,,,
842,Gabriel Fortier,TBL,21,F,10,1,0,1,4,-2.0,9:16,9:16,0:00,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.646,0.0,0.646,0.647,0.0,0.647,0.0,0.0,0.0,0.1,0.0,0.1,14.0,7.1%,24.0,5.0,1.0,0.0,100.00%,,,,,,,,,,,,,,,,,,,,,,,
843,Jordan Harris,MTL,21,D,10,1,0,1,8,3.0,16:16,15:34,0:27,0:15,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.369,0.0,0.369,0.385,0.0,0.385,0.0,0.0,0.0,0.1,0.0,0.1,9.0,11.1%,10.0,11.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
844,Nick Robertson,TOR,20,F,10,1,0,1,4,-4.0,10:16,9:47,0:28,0:00,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.584,0.0,0.584,0.613,0.0,0.613,0.0,0.0,0.0,0.1,0.0,0.1,14.0,7.1%,10.0,2.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
846,Beck Malenstyn,WSH,23,F,12,1,0,1,9,2.0,9:02,8:18,0:00,0:44,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.553,0.0,0.553,0.602,0.0,0.602,0.0,0.0,0.0,0.083,0.0,0.083,10.0,10.0%,34.0,7.0,1.0,6.0,14.29%,,,,,,,,,,,,,,,,,,,,,,,
851,Lucas Johansen,WSH,24,D,1,0,1,1,0,1.0,12:18,12:18,0:00,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,4.878,4.878,0.0,4.878,4.878,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
852,Cooper Marody,EDM,25,F,1,0,1,1,0,0.0,6:04,5:53,0:11,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,9.89,9.89,0.0,10.198,10.198,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0%,0.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
853,Reilly Walsh,NJD,22,D,1,0,1,1,0,0.0,14:23,13:24,0:59,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,4.171,4.171,0.0,4.478,4.478,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0%,0.0,2.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
854,Valtteri Puustinen,PIT,22,F,1,0,1,1,0,2.0,10:14,9:08,1:06,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,5.863,5.863,0.0,6.569,6.569,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0%,1.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
855,Justus Annunen,COL,21,G,2,0,1,1,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Joel Hofer,STL,21,G,2,0,1,1,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Gemel Smith,DET,27,F,3,0,1,1,5,-2.0,6:46,6:42,0:03,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,2.956,2.956,0.0,2.983,2.983,0.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0%,0.0,1.0,6.0,4.0,60.00%,,,,,,,,,,,,,,,,,,,,,,,
858,Jayden Halbgewachs,SJS,24,F,3,0,1,1,4,1.0,13:05,12:21,0:44,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,1.527,1.527,0.0,1.619,1.619,0.0,0.0,0.0,0.0,0.333,0.333,7.0,0.0%,3.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
859,Fredrik Karlström,DAL,23,F,3,0,1,1,0,2.0,6:12,6:01,0:10,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,3.226,3.226,0.0,3.321,3.321,0.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0%,0.0,0.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
860,Adam Beckman,MIN,20,F,3,0,1,1,2,-1.0,10:24,9:37,0:46,0:01,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,1.921,1.921,0.0,2.079,2.079,0.0,0.0,0.0,0.0,0.333,0.333,4.0,0.0%,1.0,1.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
861,Alexander Steeves,TOR,22,F,3,0,1,1,0,-1.0,7:58,7:58,0:00,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,2.509,2.509,0.0,2.509,2.509,0.0,0.0,0.0,0.0,0.333,0.333,2.0,0.0%,1.0,1.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
865,Danny O'Regan,ANA,27,F,5,0,1,1,0,-1.0,10:03,10:03,0:00,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,1.193,1.193,0.0,1.193,1.193,0.0,0.0,0.0,0.0,0.2,0.2,2.0,0.0%,3.0,4.0,11.0,17.0,39.29%,,,,,,,,,,,,,,,,,,,,,,,
866,Matthew Peca,STL,28,F,5,0,1,1,0,-1.0,9:38,9:29,0:00,0:08,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.0%,0.0,1.246,1.246,0.0,1.264,1.264,0.0,0.0,0.0,0.0,0.2,0.2,3.0,0.0%,3.0,1.0,5.0,7.0,41.67%,,,,,,,,,,,,,,,,,,,,,,,
869,Jean-Francois Berube,CBJ,30,G,6,0,1,1,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Mattias Norlinder,MTL,21,D,6,0,1,1,2,2.0,12:17,11:58,0:18,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.814,0.814,0.0,0.835,0.835,0.0,0.0,0.0,0.0,0.167,0.167,2.0,0.0%,4.0,3.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
880,Petteri Lindbohm,FLA,28,D,9,0,1,1,5,0.0,14:03,13:44,0:00,0:18,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.0%,0.0,0.474,0.474,0.0,0.485,0.485,0.0,0.0,0.0,0.0,0.111,0.111,9.0,0.0%,25.0,8.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
881,Clark Bishop,OTT,25,F,9,0,1,1,6,-3.0,8:20,8:05,0:00,0:15,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.799,0.799,0.0,0.825,0.825,0.0,0.0,0.0,0.0,0.111,0.111,8.0,0.0%,12.0,3.0,3.0,3.0,50.00%,,,,,,,,,,,,,,,,,,,,,,,
883,Daniil Miromanov,VGK,24,F,11,0,1,1,2,0.0,9:47,9:31,0:00,0:15,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.558,0.558,0.0,0.572,0.572,0.0,0.0,0.0,0.0,0.091,0.091,15.0,0.0%,5.0,6.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
884,Lukas Reichel,CHI,19,F,11,0,1,1,0,-8.0,13:11,11:40,1:31,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.413,0.413,0.0,0.467,0.467,0.0,0.0,0.0,0.0,0.091,0.091,15.0,0.0%,0.0,3.0,16.0,30.0,34.78%,,,,,,,,,,,,,,,,,,,,,,,
885,Dmitri Jaskin,ARI,28,F,12,0,1,1,4,-6.0,14:47,13:23,1:23,0:00,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.338,0.338,0.0,0.373,0.373,0.0,0.0,0.0,0.0,0.083,0.083,23.0,0.0%,47.0,9.0,5.0,5.0,50.00%,,,,,,,,,,,,,,,,,,,,,,,
886,Josiah Slavin,CHI,23,F,15,0,1,1,4,0.0,12:01,10:58,0:01,1:02,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.333,0.333,0.0,0.365,0.365,0.0,0.0,0.0,0.0,0.067,0.067,13.0,0.0%,12.0,4.0,29.0,38.0,43.28%,,,,,,,,,,,,,,,,,,,,,,,
890,Jon Gillies,NJD,27,G,20,0,1,1,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Markus Niemeläinen,EDM,23,D,20,0,1,1,4,-5.0,13:11,11:46,0:00,1:25,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0%,0.0,0.227,0.227,0.0,0.255,0.255,0.0,0.0,0.0,0.0,0.05,0.05,12.0,0.0%,82.0,19.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
892,Daniel Vladar,CGY,24,G,23,0,1,1,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.043,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Kaapo Kähkönen,SJS,25,G,36,0,1,1,2,,,,,,0,0,0,0,0,,,,,,,,,0,0,0.0%,,,,,,,,,,0.0,0.028,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
